迭代精度：0.001
迭代次数：1000
wkt_geom	tail	head	flow	time
MultiLineString ((666333 1885446, 683649 1881450))	637	576	2250.0499999999984	0.161111111111114
MultiLineString ((683649 1881450, 666333 1885446))	576	637	1511.4699999999987	0.161111111111112
MultiLineString ((512487 2088576, 488844 2081583))	797	795	670.5599999999994	0.161111111111112
MultiLineString ((639027 1966365, 659007 1970361))	622	554	3736.460000000002	0.160833333333627
MultiLineString ((659007 1970361, 639027 1966365))	554	622	2646.3800000000015	0.160833333333407
MultiLineString ((667332 1897101, 683982 1894437))	571	572	4070.960000000004	0.160833333333338
MultiLineString ((683982 1894437, 667332 1897101))	572	571	2918.6000000000035	0.160833333333335
MultiLineString ((667665 1761570, 654345 1729935))	447	446	1769.229999999993	0.160555555555557
MultiLineString ((654345 1729935, 667665 1761570))	446	447	1069.2999999999956	0.160555555555556
MultiLineString ((794538 1813851, 788877 1785546))	515	516	758.3599999999994	0.160277777777778
MultiLineString ((788877 1785546, 794538 1813851))	516	515	450.24999999999983	0.160277777777778
MultiLineString ((702297 1756908, 711288 1733598))	853	860	373.35999999999933	0.160277777777778
MultiLineString ((711288 1733598, 702297 1756908))	860	853	153.4700000000001	0.160277777777778
MultiLineString ((726939 1859472, 732267 1844487))	582	541	983.2300000000002	0.160000000000001
MultiLineString ((732267 1844487, 726939 1859472))	541	582	648.4499999999998	0.16
MultiLineString ((513153 2105226, 488511 2113884))	791	787	415.2	0.159444444444456
MultiLineString ((527472 1693305, 547452 1719279))	465	466	1857.069999999997	0.159444444444446
MultiLineString ((547452 1719279, 527472 1693305))	466	465	1894.7899999999993	0.159444444444446
MultiLineString ((488511 2113884, 513153 2105226))	787	791	244.05000000000004	0.159444444444446
MultiLineString ((512820 2040291, 488844 2050281))	807	803	484.84999999999985	0.159444444444446
MultiLineString ((488844 2050281, 512820 2040291))	803	807	307.72	0.159444444444445
MultiLineString ((553779 2017314, 529137 2024640))	584	710	2591.254882812495	0.158888888889965
MultiLineString ((529137 2024640, 553779 2017314))	710	584	802.8099999999964	0.158888888888899
MultiLineString ((611388 1850481, 587412 1850814))	638	815	709.3999999999986	0.158888888888889
MultiLineString ((587412 1850814, 611388 1850481))	815	638	538.6302343749982	0.158888888888889
MultiLineString ((512820 2071926, 488844 2081583))	799	795	1361.1499999999994	0.158611111111113
MultiLineString ((506826 1929402, 483183 1922742))	729	727	391.3832421875	0.158611111111112
MultiLineString ((488844 2081583, 512820 2071926))	795	799	920.3499999999997	0.158611111111112
MultiLineString ((483183 1922742, 506826 1929402))	727	729	175.16031250000003	0.158611111111111
MultiLineString ((513153 2120877, 521145 2144520))	789	783	679.3499999999991	0.157777777777783
MultiLineString ((521145 2144520, 513153 2120877))	783	789	386.4599999999998	0.157777777777778
MultiLineString ((698301 1893105, 708624 1885113))	573	528	2488.519999999999	0.157500000000004
MultiLineString ((480186 1899765, 448551 1911087))	415	416	1675.4799999999998	0.157500000000001
MultiLineString ((708624 1885113, 698301 1893105))	528	573	1912.8999999999999	0.157500000000001
MultiLineString ((448551 1911087, 480186 1899765))	416	415	755.3399999999984	0.1575
MultiLineString ((681318 1927737, 695637 1929069))	559	562	0	0.157222222222222
MultiLineString ((695637 1929069, 681318 1927737))	562	559	0	0.157222222222222
MultiLineString ((540126 1817514, 516816 1824174))	820	869	295.45999999999975	0.157222222222222
MultiLineString ((516816 1824174, 540126 1817514))	869	820	324.55999999999966	0.157222222222222
MultiLineString ((664335 1984680, 648018 1982682))	619	614	2093.2100000000005	0.156944444444447
MultiLineString ((648018 1982682, 664335 1984680))	614	619	1854.919999999999	0.156944444444446
MultiLineString ((669663 1936728, 681318 1927737))	557	559	1376.3500000000001	0.156666666666667
MultiLineString ((681318 1927737, 669663 1936728))	559	557	1629.8399999999997	0.156666666666667
MultiLineString ((717615 1837494, 701298 1838160))	656	657	1867.4299999999982	0.156666666666667
MultiLineString ((701298 1838160, 717615 1837494))	657	656	2080.059999999999	0.156666666666667
MultiLineString ((641025 1645686, 616050 1651347))	897	891	828.3599999999999	0.156388888888891
MultiLineString ((682983 1949049, 668997 1952379))	560	556	1860.68	0.15638888888889
MultiLineString ((668997 1952379, 682983 1949049))	556	560	1653.8300000000002	0.156388888888889
MultiLineString ((616050 1651347, 641025 1645686))	891	897	230.19	0.156388888888889
MultiLineString ((695637 1929069, 704295 1938726))	562	563	0	0.155833333333333
MultiLineString ((704295 1938726, 695637 1929069))	563	562	0	0.155833333333333
MultiLineString ((664002 1637694, 683649 1621377))	898	900	336.83	0.155555555555556
MultiLineString ((683649 1621377, 664002 1637694))	900	898	96.98000000000003	0.155555555555556
MultiLineString ((667665 1761570, 647019 1764234))	447	848	346.2499999999998	0.155277777777778
MultiLineString ((697302 1909755, 682983 1908090))	569	570	1116.6200000000003	0.155277777777778
MultiLineString ((682983 1908090, 697302 1909755))	570	569	1279.84	0.155277777777778
MultiLineString ((647019 1764234, 667665 1761570))	848	447	255.6199999999998	0.155277777777778
MultiLineString ((717948 1820844, 701631 1820844))	658	659	0	0.154444444444444
MultiLineString ((701631 1820844, 717948 1820844))	659	658	0	0.154444444444444
MultiLineString ((529137 2120544, 521145 2144520))	788	783	775.3050781249997	0.153611111111113
MultiLineString ((521145 2144520, 529137 2120544))	783	788	381.1582421875001	0.153611111111111
MultiLineString ((570429 1994004, 570429 1980351))	605	607	517.9100000000001	0.152777777777778
MultiLineString ((570429 1980351, 570429 1994004))	607	605	477.31000000000006	0.152777777777778
MultiLineString ((554112 1898433, 570429 1899099))	695	700	0	0.152777777777778
MultiLineString ((570429 1899099, 554112 1898433))	700	695	0	0.152777777777778
MultiLineString ((482850 1954710, 506826 1945386))	721	725	221.26	0.152777777777778
MultiLineString ((506826 1945386, 482850 1954710))	725	721	910.0799999999997	0.152777777777778
MultiLineString ((489177 2016981, 513153 2025306))	709	711	244.73000000000008	0.1525
MultiLineString ((513153 2025306, 489177 2016981))	711	709	194.0100000000002	0.1525
MultiLineString ((611388 1850481, 635697 1852812))	638	642	606.8999999999987	0.151111111111111
MultiLineString ((635697 1852812, 611388 1850481))	642	638	770.4399999999981	0.151111111111111
MultiLineString ((681984 1916082, 694971 1921077))	566	567	266.8	0.150833333333333
MultiLineString ((694971 1921077, 681984 1916082))	567	566	382.21	0.150833333333333
MultiLineString ((650349 1885446, 666333 1885446))	634	637	2716.060000000007	0.150555555555559
MultiLineString ((666333 1885446, 650349 1885446))	637	634	2546.7600000000107	0.150555555555558
MultiLineString ((482850 1954710, 506493 1962369))	721	723	165.6996874999999	0.150277777777778
MultiLineString ((506493 1962369, 482850 1954710))	723	721	378.5067578124998	0.150277777777778
MultiLineString ((682983 1949049, 689643 1961703))	560	550	3600.6300000000037	0.150000000000025
MultiLineString ((689643 1961703, 682983 1949049))	550	560	3337.6200000000053	0.150000000000019
MultiLineString ((547452 1719279, 551448 1697967))	466	862	623.8499999999937	0.15
MultiLineString ((551448 1697967, 547452 1719279))	862	466	327.09999999999957	0.15
MultiLineString ((482850 1745919, 451548 1741257))	461	462	2055.66	0.149722222222225
MultiLineString ((451548 1741257, 482850 1745919))	462	461	1741.0099999999982	0.149722222222224
MultiLineString ((781218 1824174, 794538 1812186))	903	544	1694.31	0.149722222222223
MultiLineString ((794538 1812186, 781218 1824174))	544	903	1290.11	0.149722222222222
MultiLineString ((685314 1804527, 701631 1804527))	662	667	749.54	0.149722222222222
MultiLineString ((701631 1804527, 685314 1804527))	667	662	689.7899999999998	0.149722222222222
MultiLineString ((558108 2145519, 577422 2137194))	738	742	182.44000000000005	0.149444444444444
MultiLineString ((577422 2137194, 558108 2145519))	742	738	400.66999999999996	0.149444444444444
MultiLineString ((593406 2008656, 609057 2007990))	587	592	1156.5200000000002	0.149166666666667
MultiLineString ((609057 2007990, 593406 2008656))	592	587	1302.5248828125	0.149166666666667
MultiLineString ((507159 1880784, 515151 1857141))	737	866	2084.7699999999995	0.148888888888915
MultiLineString ((515151 1857141, 507159 1880784))	866	737	1497.059999999999	0.148888888888896
MultiLineString ((482850 1985679, 506493 1992339))	715	717	217.07999999999987	0.148888888888889
MultiLineString ((506493 1992339, 482850 1985679))	717	715	635.5042968749987	0.148888888888889
MultiLineString ((546786 1750581, 547452 1719279))	467	466	2227.28999999999	0.148055555555559
MultiLineString ((547452 1719279, 546786 1750581))	466	467	2001.5399999999938	0.148055555555558
MultiLineString ((593406 2105559, 576756 2105226))	749	750	1112.6099999999988	0.14777777777778
MultiLineString ((570429 1931400, 570429 1915083))	688	690	1988.8099999999986	0.147777777777778
MultiLineString ((570429 1915083, 570429 1931400))	690	688	1366.0599999999995	0.147777777777778
MultiLineString ((576756 2105226, 593406 2105559))	750	749	487.63999999999976	0.147777777777778
MultiLineString ((682983 1908090, 683982 1894437))	570	572	6115.480000000009	0.147500000000034
MultiLineString ((745920 1814517, 772560 1813185))	513	514	5364.430000000005	0.147500000000029
MultiLineString ((772560 1813185, 745920 1814517))	514	513	4188.0900000000165	0.147500000000011
MultiLineString ((683982 1894437, 682983 1908090))	572	570	3644.540000000009	0.147500000000004
MultiLineString ((556443 1801530, 572427 1801530))	829	834	791.1099999999999	0.1475
MultiLineString ((572427 1801530, 556443 1801530))	834	829	970.7	0.1475
MultiLineString ((448551 1911087, 451881 1889775))	416	732	102.53000000000003	0.146666666666667
MultiLineString ((482850 1985679, 506493 1978686))	715	719	46.88	0.146666666666667
MultiLineString ((506493 1978686, 482850 1985679))	719	715	153.50570312499997	0.146666666666667
MultiLineString ((451881 1889775, 448551 1911087))	732	416	75.7800000000001	0.146666666666667
MultiLineString ((609057 2143188, 611388 2173158))	419	418	3994.2099999999996	0.146388888888898
MultiLineString ((611388 2173158, 609057 2143188))	418	419	1968.8099999999984	0.146388888888889
MultiLineString ((795537 1710954, 776889 1704294))	518	911	191.75	0.146111111111111
MultiLineString ((483183 1922742, 506160 1913751))	727	731	222.92999999999998	0.146111111111111
MultiLineString ((506160 1913751, 483183 1922742))	731	727	545.539999999999	0.146111111111111
MultiLineString ((776889 1704294, 795537 1710954))	911	518	106.29000000000002	0.146111111111111
MultiLineString ((666999 1869795, 667332 1853478))	644	646	4248.3099999999995	0.145277777777786
MultiLineString ((667332 1853478, 666999 1869795))	646	644	2559.020000000001	0.145277777777779
MultiLineString ((616716 1995003, 625707 2008656))	608	591	2526.550000000004	0.145000000000006
MultiLineString ((625707 2008656, 616716 1995003))	591	608	2230.580000000002	0.145000000000004
MultiLineString ((701298 1838160, 701631 1820844))	657	659	2435.9200000000014	0.145
MultiLineString ((701631 1820844, 701298 1838160))	659	657	2197.4400000000005	0.145
MultiLineString ((609390 2057274, 592740 2056941))	774	769	487.86	0.144722222222223
MultiLineString ((654345 1729935, 679986 1733598))	446	859	81.95000000000006	0.144722222222222
MultiLineString ((592740 2056941, 609390 2057274))	769	774	196.16000000000003	0.144722222222222
MultiLineString ((679986 1733598, 654345 1729935))	859	446	67.22000000000003	0.144722222222222
MultiLineString ((577089 2040291, 558441 2049615))	772	768	2346.6751171874994	0.144166666666796
MultiLineString ((507159 1897434, 507159 1880784))	735	737	2283.840000000003	0.144166666666674
MultiLineString ((507159 1880784, 507159 1897434))	737	735	2078.8100000000004	0.144166666666672
MultiLineString ((558441 2049615, 577089 2040291))	768	772	903.0499999999978	0.14416666666667
MultiLineString ((699966 1950048, 689643 1961703))	551	550	3657.5000000000005	0.143888888888891
MultiLineString ((689643 1961703, 699966 1950048))	550	551	2229.78	0.143888888888889
MultiLineString ((657675 2041623, 641691 2040624))	778	779	468.61	0.143888888888889
MultiLineString ((641691 2040624, 657675 2041623))	779	778	482.7199999999999	0.143888888888889
MultiLineString ((545454 1781217, 546786 1750581))	458	467	2687.859999999985	0.143611111111119
MultiLineString ((546786 1750581, 545454 1781217))	467	458	2259.7399999999916	0.143611111111115
MultiLineString ((538128 1993005, 522144 1993005))	601	716	660.0600000000001	0.143611111111111
MultiLineString ((601731 1932066, 601398 1916082))	692	694	893.14	0.143611111111111
MultiLineString ((601398 1916082, 601731 1932066))	694	692	1351.5200000000002	0.143611111111111
MultiLineString ((522144 1993005, 538128 1993005))	716	601	762.0200000000001	0.143611111111111
MultiLineString ((448551 1911087, 419580 1920744))	416	417	1510.3999999999996	0.143055555555556
MultiLineString ((419580 1920744, 448551 1911087))	417	416	692.1399999999996	0.143055555555556
MultiLineString ((617715 1916415, 617715 1899765))	693	703	2676.3499999999995	0.142500000000069
MultiLineString ((617715 1899765, 617715 1916415))	703	693	1389.0099999999998	0.142500000000005
MultiLineString ((529470 2008989, 529137 2024640))	712	710	2021.519999999998	0.141944444444449
MultiLineString ((529137 2024640, 529470 2008989))	710	712	728.2599999999999	0.141944444444445
MultiLineString ((570429 1899099, 570762 1882449))	700	702	2112.3000000000047	0.141666666666668
MultiLineString ((649350 1933731, 632700 1933398))	626	627	3435.690000000008	0.141666666666667
MultiLineString ((632700 1933398, 649350 1933731))	627	626	3579.0500000000043	0.141666666666667
MultiLineString ((570762 1882449, 570429 1899099))	702	700	728.0031249999995	0.141666666666667
MultiLineString ((726939 1859472, 708957 1854477))	582	579	1842.589999999999	0.141388888888937
MultiLineString ((708957 1854477, 726939 1859472))	579	582	1762.119999999998	0.141388888888929
MultiLineString ((697302 1909755, 698301 1893105))	569	573	2086.6800000000003	0.141388888888889
MultiLineString ((698301 1893105, 697302 1909755))	573	569	767.9599999999999	0.141388888888889
MultiLineString ((609057 2143188, 592740 2152179))	419	739	769.3149218749983	0.140833333333335
MultiLineString ((592740 2152179, 609057 2143188))	739	419	315.3017578124999	0.140833333333333
MultiLineString ((641025 1645686, 640026 1668996))	897	892	1776.5	0.140555555555766
MultiLineString ((640026 1668996, 641025 1645686))	892	897	1547.969999999998	0.140555555555677
MultiLineString ((698301 1815849, 701631 1804527))	509	667	2169.4100000000035	0.140277777777779
MultiLineString ((701631 1804527, 698301 1815849))	667	509	1327.4799999999975	0.140277777777778
MultiLineString ((601398 1994670, 609057 2007990))	609	592	1997.8399999999992	0.140000000000009
MultiLineString ((659007 1970361, 648018 1982682))	554	614	2683.640000000002	0.140000000000007
MultiLineString ((648018 1982682, 659007 1970361))	614	554	2444.1300000000024	0.140000000000005
MultiLineString ((609057 2007990, 601398 1994670))	592	609	1586.1899999999976	0.140000000000003
MultiLineString ((632700 1982349, 639027 1966365))	615	622	3083.2000000000003	0.13972222222223
MultiLineString ((639027 1966365, 632700 1982349))	622	615	2849.06	0.139722222222228
MultiLineString ((639027 1966365, 632367 1950048))	622	623	4230.310000000005	0.139444444444489
MultiLineString ((632367 1950048, 639027 1966365))	623	622	3972.990000000001	0.139444444444479
MultiLineString ((585747 1932066, 585747 1916082))	687	689	545.47	0.139444444444444
MultiLineString ((585747 1916082, 585747 1932066))	689	687	470.5	0.139444444444444
MultiLineString ((572094 1818180, 572427 1801530))	824	834	2054.46	0.139166666666667
MultiLineString ((572427 1801530, 572094 1818180))	834	824	1392.6899999999996	0.139166666666667
MultiLineString ((641358 1665333, 641691 1694970))	444	445	943.5399999999976	0.138888888888889
MultiLineString ((641691 1694970, 641358 1665333))	445	444	1046.7699999999986	0.138888888888889
MultiLineString ((649350 1918080, 650349 1901763))	628	632	3256.9500000000107	0.138611111111115
MultiLineString ((650349 1901763, 649350 1918080))	632	628	1964.0712109374983	0.138611111111112
MultiLineString ((553779 2017314, 538794 1996002))	584	394	923.7299999999967	0.138055555555797
MultiLineString ((538794 1996002, 553779 2017314))	394	584	827.7899999999953	0.138055555555711
MultiLineString ((664335 1984680, 659007 1970361))	619	554	3531.8200000000197	0.138055555555638
MultiLineString ((659007 1970361, 664335 1984680))	554	619	3190.030000000007	0.13805555555561
MultiLineString ((625707 2024307, 625707 2041623))	589	775	1719.9499999999996	0.13805555555556
MultiLineString ((625707 2041623, 625707 2024307))	775	589	765.4300000000003	0.138055555555556
MultiLineString ((668664 1820511, 652680 1820511))	655	650	1323.2799999999995	0.137222222222223
MultiLineString ((652680 1820511, 668664 1820511))	650	655	833.6099999999996	0.137222222222222
MultiLineString ((521145 2144520, 542457 2145519))	783	784	474.2817578124993	0.137222222222222
MultiLineString ((542457 2145519, 521145 2144520))	784	783	443.16492187499955	0.137222222222222
MultiLineString ((620379 1803861, 621045 1787544))	837	839	159.24023437499994	0.137222222222222
MultiLineString ((621045 1787544, 620379 1803861))	839	837	58.59999999999999	0.137222222222222
MultiLineString ((666999 1869795, 682650 1872459))	644	643	3938.410000000002	0.136944444444446
MultiLineString ((682650 1872459, 666999 1869795))	643	644	3569.8112109375143	0.136944444444445
MultiLineString ((576756 2120877, 576756 2105226))	748	750	197.03999999999996	0.136666666666667
MultiLineString ((576756 2105226, 576756 2120877))	750	748	471.30999999999983	0.136666666666667
MultiLineString ((683982 1894437, 698301 1893105))	572	573	5136.980000000002	0.136388888888897
MultiLineString ((698301 1893105, 683982 1894437))	573	572	3958.180000000004	0.136388888888892
MultiLineString ((698301 1893105, 699633 1877121))	573	577	3900.7400000000016	0.136388888888892
MultiLineString ((699633 1877121, 698301 1893105))	577	573	1614.569999999999	0.136388888888889
MultiLineString ((696636 1966698, 693639 1979352))	549	547	4344.050000000009	0.135833333333351
MultiLineString ((639027 1966365, 652680 1956042))	622	555	4307.640000000003	0.13583333333335
MultiLineString ((693639 1979352, 696636 1966698))	547	549	3784.8600000000088	0.135833333333344
MultiLineString ((652680 1956042, 639027 1966365))	555	622	2841.693125000007	0.135833333333336
MultiLineString ((633699 1917081, 634365 1901097))	629	633	1440.5000000000002	0.135833333333333
MultiLineString ((634365 1901097, 633699 1917081))	633	629	920.5400000000001	0.135833333333333
MultiLineString ((588411 1802862, 572427 1801530))	833	834	1045.58	0.135833333333333
MultiLineString ((572427 1801530, 588411 1802862))	834	833	1151.77	0.135833333333333
MultiLineString ((598068 1910754, 602064 1899765))	539	704	4109.510000000004	0.135555555555565
MultiLineString ((522477 1897767, 522477 1881783))	734	736	3235.780000000029	0.135555555555559
MultiLineString ((602064 1899765, 598068 1910754))	704	539	1690.3299999999977	0.135555555555556
MultiLineString ((522477 1881783, 522477 1897767))	736	734	1819.579999999997	0.135555555555556
MultiLineString ((710955 1903428, 714285 1887777))	574	575	5937.1095703125	0.135277777777778
MultiLineString ((714285 1887777, 710955 1903428))	575	574	2487.2569531249997	0.135277777777778
MultiLineString ((626373 2120211, 646353 2121210))	751	755	998.4999999999995	0.135277777777778
MultiLineString ((646353 2121210, 626373 2120211))	755	751	886.5399999999998	0.135277777777778
MultiLineString ((576756 2105226, 559107 2113884))	750	746	1008.0650781249988	0.134444444444446
MultiLineString ((559107 2113884, 576756 2105226))	746	750	520.3682421874995	0.134444444444445
MultiLineString ((641691 2088909, 643689 2105559))	766	756	6167.810000000009	0.134166666666683
MultiLineString ((632367 1950048, 632700 1933398))	623	627	4401.640000000011	0.134166666666675
MultiLineString ((585747 1916082, 586080 1899099))	689	699	847.2799999999994	0.134166666666669
MultiLineString ((632700 1933398, 632367 1950048))	627	623	2775.9700000000043	0.134166666666668
MultiLineString ((586080 1899099, 585747 1916082))	699	689	608.6099999999998	0.134166666666667
MultiLineString ((643689 2105559, 641691 2088909))	756	766	2807.5299999999984	0.134166666666667
MultiLineString ((635364 2005326, 633699 2029302))	441	426	5828.1651171875565	0.133888888888926
MultiLineString ((633699 2029302, 635364 2005326))	426	441	2533.480000000015	0.13388888888889
MultiLineString ((667998 1837494, 668664 1820511))	653	655	1330.2899999999988	0.133611111111113
MultiLineString ((701631 1820844, 684981 1821177))	659	654	2095.800000000001	0.133611111111112
MultiLineString ((684981 1821177, 701631 1820844))	654	659	1707.9299999999992	0.133611111111111
MultiLineString ((668664 1820511, 667998 1837494))	655	653	820.1199999999985	0.133611111111111
MultiLineString ((611388 1850481, 604062 1835829))	638	826	979.7699999999995	0.133333333333337
MultiLineString ((639027 1966365, 653346 1962036))	622	625	1028.6999999999998	0.133333333333334
MultiLineString ((480186 1899765, 483183 1922742))	415	727	278.0899999999998	0.133333333333333
MultiLineString ((674658 1971360, 664335 1984680))	552	619	0	0.133333333333333
MultiLineString ((664335 1984680, 674658 1971360))	619	552	0	0.133333333333333
MultiLineString ((653346 1962036, 639027 1966365))	625	622	640.19	0.133333333333333
MultiLineString ((483183 1922742, 480186 1899765))	727	415	291.33000000000004	0.133333333333333
MultiLineString ((604062 1835829, 611388 1850481))	826	638	314.76000000000005	0.133333333333333
MultiLineString ((718281 1772226, 702630 1772559))	850	851	434.70000000000005	0.133333333333333
MultiLineString ((702630 1772559, 718281 1772226))	851	850	267.09	0.133333333333333
MultiLineString ((453879 2026305, 456876 2050281))	388	802	679.8699999999993	0.132777777777778
MultiLineString ((649350 1918080, 633699 1917081))	628	629	1644.3499999999985	0.132777777777778
MultiLineString ((633699 1917081, 649350 1918080))	629	628	1498.0099999999986	0.132777777777778
MultiLineString ((456876 2050281, 453879 2026305))	802	388	253.7599999999999	0.132777777777778
MultiLineString ((611388 2173158, 634365 2176488))	418	922	2406.7600000000007	0.132500000000042
MultiLineString ((613386 1965033, 616716 1981350))	679	610	4776.209999999995	0.132500000000006
MultiLineString ((634365 2176488, 611388 2173158))	922	418	1359.2	0.132500000000004
MultiLineString ((616716 1981350, 613386 1965033))	610	679	4044.1400000000044	0.132500000000003
MultiLineString ((609390 2024640, 609390 2041623))	590	776	4381.010000000008	0.132222222222225
MultiLineString ((609390 2041623, 609390 2024640))	776	590	1794.8499999999938	0.132222222222222
MultiLineString ((646353 2121210, 646020 2137194))	755	745	4067.3699999999976	0.131944444444466
MultiLineString ((701964 1788543, 718281 1788543))	669	668	2356.4399999999982	0.131944444444449
MultiLineString ((718281 1788543, 701964 1788543))	668	669	2311.500000000007	0.131944444444448
MultiLineString ((651015 1869462, 651348 1852812))	639	641	2152.2600000000048	0.131944444444445
MultiLineString ((717615 1837494, 717948 1820844))	656	658	1499.3899999999996	0.131944444444445
MultiLineString ((717948 1820844, 717615 1837494))	658	656	1721.4299999999998	0.131944444444445
MultiLineString ((646020 2137194, 646353 2121210))	745	755	1594.4999999999998	0.131944444444445
MultiLineString ((651348 1852812, 651015 1869462))	641	639	810.5699999999993	0.131944444444444
MultiLineString ((540126 1817514, 540459 1800864))	820	830	86.92999999999999	0.131944444444444
MultiLineString ((540459 1800864, 540126 1817514))	830	820	54.63	0.131944444444444
MultiLineString ((593406 2008656, 577089 2008656))	587	588	1423.7248828124998	0.131388888888889
MultiLineString ((577089 2008656, 593406 2008656))	588	587	465.35999999999996	0.131388888888889
MultiLineString ((554112 1963701, 554778 1979352))	671	602	1998.5199999999907	0.131111111111113
MultiLineString ((554778 1979352, 554112 1963701))	602	671	1425.0399999999925	0.131111111111112
MultiLineString ((577089 2073258, 558441 2081583))	761	757	2853.9200000000083	0.130555555555572
MultiLineString ((716616 1839492, 715950 1816182))	522	511	2639.040000000024	0.130555555555557
MultiLineString ((715950 1816182, 716616 1839492))	511	522	989.179999999999	0.130555555555556
MultiLineString ((558441 2081583, 577089 2073258))	757	761	779.3099999999979	0.130555555555556
MultiLineString ((609390 2088576, 609057 2072925))	763	765	343.8000000000001	0.130555555555556
MultiLineString ((609057 2072925, 609390 2088576))	765	763	1377.6799999999996	0.130555555555556
MultiLineString ((613386 1965033, 616716 1948716))	679	681	4047.340000000002	0.130277777777798
MultiLineString ((699966 1950048, 682650 1945719))	551	495	4982.892734375002	0.130277777777783
MultiLineString ((616716 1948716, 613386 1965033))	681	679	2898.5200000000004	0.130277777777783
MultiLineString ((682650 1945719, 699966 1950048))	495	551	4235.816953125003	0.13027777777778
MultiLineString ((711288 1733598, 731268 1734264))	860	861	151.26000000000008	0.130277777777778
MultiLineString ((731268 1734264, 711288 1733598))	861	860	110.98000000000006	0.130277777777778
MultiLineString ((651348 1852812, 651681 1836495))	641	648	1448.3999999999978	0.130000000001373
MultiLineString ((651681 1836495, 651348 1852812))	648	641	580.1899999999993	0.130000000000035
MultiLineString ((717948 1804527, 701631 1804527))	666	667	1094.05	0.130000000000002
MultiLineString ((701631 1804527, 717948 1804527))	667	666	891.2800000000001	0.130000000000001
MultiLineString ((692973 1865133, 693306 1850148))	578	524	2258.760000000004	0.129722222222223
MultiLineString ((693306 1850148, 692973 1865133))	524	578	1494.639999999999	0.129722222222222
MultiLineString ((657342 2008656, 664002 1995669))	595	617	549.9899999999999	0.129722222222222
MultiLineString ((664002 1995669, 657342 2008656))	617	595	638.22	0.129722222222222
MultiLineString ((538128 1881783, 538461 1866132))	698	810	177.53999999999996	0.129722222222222
MultiLineString ((522477 1881783, 507159 1880784))	736	737	1002.13	0.129722222222222
MultiLineString ((507159 1880784, 522477 1881783))	737	736	1270.07	0.129722222222222
MultiLineString ((538461 1866132, 538128 1881783))	810	698	140.77999999999994	0.129722222222222
MultiLineString ((657675 2041623, 645687 2056275))	778	777	3921.760000000006	0.129444444444501
MultiLineString ((538461 1778553, 513819 1766232))	459	460	2887.229999999996	0.129444444444453
MultiLineString ((513819 1766232, 538461 1778553))	460	459	2047.419999999995	0.129444444444447
MultiLineString ((559107 2113884, 576756 2120877))	746	748	1070.6099999999994	0.129444444444446
MultiLineString ((645687 2056275, 657675 2041623))	777	778	1581.689999999998	0.129444444444446
MultiLineString ((576756 2120877, 559107 2113884))	748	746	786.8699999999995	0.129444444444445
MultiLineString ((625707 2105226, 643689 2105559))	753	756	2166.3200000000024	0.129444444444445
MultiLineString ((643689 2105559, 625707 2105226))	756	753	2131.74	0.129444444444445
MultiLineString ((593406 2008656, 593406 2024640))	587	585	4968.2100000000355	0.12861111111112
MultiLineString ((641691 2008656, 641691 2024640))	596	594	2111.2999999999984	0.128611111111116
MultiLineString ((641691 2024640, 641691 2008656))	594	596	1845.5599999999977	0.128611111111114
MultiLineString ((699633 1877121, 692973 1865133))	577	578	3979.920000000001	0.128611111111112
MultiLineString ((554112 1898433, 554445 1882449))	695	697	2132.800000000017	0.128611111111112
MultiLineString ((609057 2072925, 593073 2072259))	765	760	2390.77	0.128611111111112
MultiLineString ((692973 1865133, 699633 1877121))	578	577	2854.7887890625043	0.128611111111111
MultiLineString ((593406 2024640, 593406 2008656))	585	587	1847.3799999999935	0.128611111111111
MultiLineString ((554445 1882449, 554112 1898433))	697	695	1027.0368749999975	0.128611111111111
MultiLineString ((593073 2072259, 609057 2072925))	760	765	735.5399999999996	0.128611111111111
MultiLineString ((701964 1788543, 702630 1772559))	669	851	1020.5599999999991	0.128333333333333
MultiLineString ((529137 2105559, 513153 2105226))	790	791	372.86	0.128333333333333
MultiLineString ((513153 2105226, 529137 2105559))	791	790	320.86	0.128333333333333
MultiLineString ((702630 1772559, 701964 1788543))	851	669	425.3799999999995	0.128333333333333
MultiLineString ((625707 2008656, 609057 2007990))	591	592	2542.5348828124997	0.128055555555556
MultiLineString ((609057 2007990, 625707 2008656))	592	591	1972.3800000000008	0.128055555555556
MultiLineString ((730269 1837494, 730602 1821177))	660	661	1003.079999999999	0.128055555555556
MultiLineString ((730602 1821177, 730269 1837494))	661	660	1174.6599999999978	0.128055555555556
MultiLineString ((645687 2056275, 643689 2072259))	777	767	4792.990000000011	0.12722222222223
MultiLineString ((681318 1927737, 681984 1916082))	559	566	5545.790000000008	0.127222222222228
MultiLineString ((681984 1916082, 681318 1927737))	566	559	3930.1900000000132	0.127222222222224
MultiLineString ((643689 2072259, 645687 2056275))	767	777	1641.8199999999983	0.127222222222222
MultiLineString ((671328 1811187, 649683 1806525))	450	453	3563.8500000000295	0.126666666666672
MultiLineString ((649683 1806525, 671328 1811187))	453	450	3109.939999999995	0.12666666666667
MultiLineString ((674658 1971360, 679653 1960371))	552	553	1309.95	0.126666666666667
MultiLineString ((679653 1960371, 674658 1971360))	553	552	1055.5000000000002	0.126666666666667
MultiLineString ((570762 1882449, 570429 1866465))	702	814	1158.2699999999986	0.126388888888889
